0.0,fq_pie,18845448,12458,0,0,0,1090080,16,323,0,0,0,0,7,0,1,1063040
0.21015334129333496,fq_pie,45075596,29784,0,0,0,2424252,40,733,0,0,0,0,8,0,1,2369720
0.4210178852081299,fq_pie,71184552,47036,0,0,0,2423298,72,1442,0,0,0,0,10,0,1,2409792
0.6316134929656982,fq_pie,97215312,64236,0,0,0,2715636,64,2201,0,0,0,0,11,0,1,2679152
0.8414700031280518,fq_pie,123014246,81283,0,0,0,2769908,74,2951,0,0,0,0,12,0,1,2743848
1.05057954788208,fq_pie,148977994,98437,0,0,0,2295008,57,3674,0,0,0,0,13,0,1,2267912
1.2628686428070068,fq_pie,175075318,115679,0,0,0,2783470,85,4477,0,0,0,1,14,0,1,2770896
1.4745607376098633,fq_pie,201332162,133025,0,0,0,1839510,27,4863,0,0,0,1,17,0,1,1793880
1.6860156059265137,fq_pie,227766790,150487,0,0,0,1839510,27,5253,0,0,0,1,19,0,1,1793880
1.8995285034179688,fq_pie,254133198,167903,0,0,0,1907640,28,5642,0,0,0,1,20,0,1,1860320
2.1115684509277344,fq_pie,279886566,184915,0,0,0,1907640,28,6022,0,0,0,1,22,0,1,1860320
2.3230345249176025,fq_pie,306048584,202196,0,0,0,2043900,30,6409,0,0,0,1,23,0,1,1993200
2.53452730178833,fq_pie,332278732,219522,0,0,0,2043900,30,6795,0,0,0,1,24,0,1,1993200
2.7473630905151367,fq_pie,358508880,236848,0,0,0,2112030,31,7182,0,0,0,1,25,0,1,2059640
2.9589574337005615,fq_pie,384602768,254084,0,0,0,2112030,31,7566,0,0,0,1,26,0,1,2059640
3.1704304218292236,fq_pie,410901046,271455,0,0,0,2180160,32,7954,0,0,0,1,27,0,1,2126080
3.3848459720611572,fq_pie,437403714,288961,0,0,0,2248290,33,8345,0,0,0,1,28,0,1,2192520
3.5968973636627197,fq_pie,463443098,306161,0,0,0,2248290,33,8730,0,0,0,1,29,0,1,2192520
3.8068249225616455,fq_pie,489605214,323443,0,0,0,2316420,34,9117,0,0,0,1,31,0,1,2258960
4.01935338973999,fq_pie,515480328,340536,0,0,0,2334588,36,9521,0,0,0,1,32,0,1,2278896
4.231569290161133,fq_pie,541544668,357758,0,0,0,2281598,36,9938,0,0,0,1,33,0,1,2228216
4.443212985992432,fq_pie,567927442,375189,0,0,0,2363354,37,10374,0,0,0,1,34,0,1,2307688
4.6550047397613525,fq_pie,593584032,392140,0,0,0,2446624,40,10809,0,0,0,1,35,0,1,2391168
4.859358310699463,fq_pie,618952876,408902,0,0,0,2404538,40,11258,0,0,0,2,36,0,1,2350864
5.0642945766448975,fq_pie,644625388,425862,0,0,0,1566990,23,11634,0,0,0,2,38,0,1,1528120
5.273564338684082,fq_pie,670651146,443053,0,0,0,1566990,23,12017,0,0,0,2,39,0,1,1528120
5.486622095108032,fq_pie,696676904,460244,0,0,0,1635120,24,12401,0,0,0,2,40,0,1,1594560
5.698724031448364,fq_pie,722702662,477435,0,0,0,1703250,25,12785,0,0,0,2,41,0,1,1661000
5.912214279174805,fq_pie,749137200,494896,0,0,0,1566990,23,13172,0,0,0,2,42,0,1,1528120
6.126853942871094,fq_pie,775435478,512267,0,0,0,1703250,25,13561,0,0,0,2,43,0,1,1661000
6.338826894760132,fq_pie,801938146,529773,0,0,0,1703250,25,13951,0,0,0,2,44,0,1,1661000
6.551896572113037,fq_pie,828168294,547099,0,0,0,1703250,25,14337,0,0,0,2,45,0,1,1661000
6.761914253234863,fq_pie,853921532,564110,0,0,0,1771380,26,14717,0,0,0,2,46,0,1,1727440
6.9681267738342285,fq_pie,879606640,581076,0,0,0,1771380,26,15095,0,0,0,2,47,0,1,1727440
7.173893451690674,fq_pie,905087358,597907,0,0,0,1771380,26,15470,0,0,0,2,48,0,1,1727440
7.380103349685669,fq_pie,930499946,614693,0,0,0,1839510,27,15845,0,0,0,2,49,0,1,1793880
7.588392019271851,fq_pie,956525704,631884,0,0,0,1839510,27,16228,0,0,0,2,50,0,1,1793880
7.798954248428345,fq_pie,982210812,648850,0,0,0,1839510,27,16606,0,0,0,2,51,0,1,1793880
8.008599042892456,fq_pie,1008168440,665996,0,0,0,1839510,28,16989,0,0,0,2,52,0,1,1795160
8.22082805633545,fq_pie,1034057938,683097,0,0,0,1839510,27,17370,0,0,0,2,53,0,1,1793880
