timestamp,rtt
0.0,4.28
0.20090603828430176,4.55
0.4016580581665039,4.40
0.602531909942627,4.50
0.8034119606018066,4.47
1.0044808387756348,4.55
1.2066199779510498,5.80
1.4069550037384033,5.04
1.6073968410491943,5.09
1.8075289726257324,4.72
2.0085408687591553,4.66
2.209635019302368,4.69
2.410820960998535,4.70
2.6122498512268066,4.93
2.812192916870117,4.57
3.0129928588867188,4.44
3.2144908905029297,5.03
3.4151270389556885,5.28
3.615450859069824,4.93
3.816227912902832,5.29
4.016924858093262,5.25
4.217696905136108,5.26
4.4184370040893555,5.44
4.619588851928711,5.70
4.820452928543091,5.58
5.020921945571899,5.11
5.221204996109009,5.04
5.421625852584839,4.99
5.621959924697876,4.95
5.822798013687134,5.35
6.0231969356536865,4.92
6.223408937454224,4.91
6.423495054244995,4.71
6.6246418952941895,4.71
6.825645923614502,4.65
7.026576995849609,4.45
7.227460861206055,4.51
7.427967071533203,4.16
7.629122018814087,4.76
7.830620050430298,4.97
8.03088903427124,4.99
8.23143196105957,5.14
8.431227922439575,4.28
8.632181882858276,4.57
8.833643913269043,4.97
9.034021854400635,4.74
9.234354019165039,4.81
9.434530973434448,4.73
9.635550022125244,4.53
9.83646297454834,4.60
10.037124872207642,4.31
10.238010883331299,4.51
10.438781023025513,4.28
10.639939069747925,4.68
10.840981006622314,4.56
11.042165040969849,4.74
11.243172883987427,4.55
11.443973064422607,4.44
11.644994974136353,4.46
11.846071004867554,4.73
12.047096014022827,4.60
12.248192071914673,4.71
12.449328899383545,4.61
12.65056586265564,4.77
12.851696014404297,4.78
13.052953004837036,4.74
13.253650903701782,4.47
13.454854011535645,4.70
13.656090021133423,4.73
13.857292890548706,4.71
14.058233976364136,4.47
14.258993864059448,4.38
14.460247993469238,4.71
14.661571979522705,4.85
14.861530065536499,4.46
15.063570022583008,5.59
15.263643980026245,4.72
15.464617013931274,4.50
15.665299892425537,4.37
15.866042852401733,4.38
16.06717586517334,4.74
16.268401861190796,4.74
16.46932291984558,4.60
16.670496940612793,4.77
16.871674060821533,4.68
17.072991847991943,4.89
17.273022890090942,4.76
17.47390103340149,4.60
17.674644947052002,4.31
17.875861883163452,4.80
18.07654905319214,4.35
18.277847051620483,4.99
18.478183031082153,5.09
18.678581953048706,5.10
18.878840923309326,4.87
19.079932928085327,4.75
19.280925035476685,4.61
19.48186492919922,4.52
19.683204889297485,4.88
19.883396863937378,4.80
20.084548950195312,4.78
20.285722017288208,4.80
20.487022876739502,4.91
20.687137842178345,4.75
20.88844084739685,4.88
21.0885808467865,4.68
21.289917945861816,4.85
21.490238904953003,4.90
21.69094705581665,5.20
21.89010000228882,4.69
22.091322898864746,4.79
22.292630910873413,4.82
22.49278998374939,4.70
22.69409990310669,5.02
22.89380693435669,5.27
23.094013929367065,4.81
23.295188903808594,4.71
23.496415853500366,4.77
23.697736024856567,4.90
23.897867918014526,4.84
24.098111867904663,4.80
24.299157857894897,4.61
24.50031304359436,4.78
24.70150589942932,4.70
24.902287006378174,4.46
25.103224992752075,4.44
25.304049015045166,4.34
25.505018949508667,4.51
25.705989837646484,4.53
25.90675187110901,4.37
26.107733011245728,4.66
26.309048891067505,4.86
26.509027004241943,4.52
26.709805965423584,4.42
26.910698890686035,4.41
27.111912965774536,4.73
27.312808990478516,4.43
27.513705015182495,4.44
27.715142011642456,4.78
27.916087865829468,4.47
28.11697506904602,4.45
28.317893981933594,4.55
28.51906394958496,4.79
28.719868898391724,4.41
28.920763969421387,4.51
29.12210202217102,4.80
29.32314705848694,4.79
29.5242600440979,4.60
29.725208044052124,4.58
29.92661190032959,5.02
30.127363920211792,5.22
30.32784104347229,5.01
30.52853488922119,5.27
30.729265928268433,5.41
30.92974305152893,5.01
31.130246877670288,5.25
31.330752849578857,5.04
31.53144598007202,5.27
31.731655836105347,4.86
31.932700872421265,4.70
32.13359999656677,4.56
32.33483290672302,4.75
32.535799980163574,4.51
32.73672795295715,4.48
32.937618017196655,4.56
33.13876700401306,4.72
33.34000897407532,4.75
33.54118990898132,4.74
33.74236583709717,4.70
33.94370102882385,4.83
34.14340591430664,4.37
34.344156980514526,4.30
34.54497194290161,4.41
34.74596190452576,4.57
34.94730591773987,4.82
35.14754891395569,4.79
35.34887385368347,4.81
35.54898405075073,4.69
35.75008487701416,4.65
35.951277017593384,4.69
36.15218496322632,4.58
36.352900981903076,4.32
36.5542049407959,4.92
36.754085063934326,4.47
36.95508289337158,4.50
37.156139850616455,4.62
37.357017040252686,4.44
37.558326959609985,4.86
37.7582049369812,4.40
37.959091901779175,4.47
38.160308837890625,4.86
38.36037087440491,4.58
38.561042070388794,4.37
38.762168884277344,4.72
38.96311902999878,4.54
39.164819955825806,5.34
39.36545705795288,5.18
39.56580400466919,5.02
39.76627492904663,5.25
39.96626901626587,4.54
