0.0,fq_codel,18404874,12167,0,0,0,1021950,15,68130,0,7,0,996600,0,1
0.21048665046691895,fq_codel,44635108,29494,0,0,0,408780,6,68130,0,9,2,398640,0,1
0.42127037048339844,fq_codel,70660866,46685,0,0,0,408780,6,68130,0,10,2,398640,0,1
0.6320123672485352,fq_codel,96754754,63921,0,0,0,408780,6,68130,0,11,2,398640,0,1
0.8434402942657471,fq_codel,123121162,81337,0,0,0,408780,6,68130,0,12,2,398640,0,1
1.0553600788116455,fq_codel,149487570,98753,0,0,0,476910,7,68130,0,13,2,465080,0,1
1.2684221267700195,fq_codel,175377508,115858,0,0,0,408780,6,68130,0,18,2,398640,0,1
1.4765186309814453,fq_codel,201403266,133049,0,0,0,476910,7,68130,0,19,2,465080,0,1
1.6882164478302002,fq_codel,227360894,150195,0,0,0,545040,8,68130,0,20,2,531520,0,1
1.8995609283447266,fq_codel,253182262,167251,0,0,0,545040,8,68130,0,21,2,531520,0,1
2.106039047241211,fq_codel,279071760,184352,0,0,0,545040,8,68130,0,22,2,531520,0,1
2.31604266166687,fq_codel,304620608,201228,0,0,0,545040,8,68130,0,23,2,531520,0,1
2.5206968784332275,fq_codel,330033196,218014,0,0,0,681300,10,68130,0,24,2,664400,0,1
2.724618673324585,fq_codel,355650174,234935,0,0,0,613170,9,68130,0,25,2,597960,0,1
2.932239532470703,fq_codel,381744062,252171,0,0,0,613170,10,68130,0,26,2,664400,0,1
3.1452696323394775,fq_codel,407906080,269452,0,0,0,613170,9,68130,0,27,2,597960,0,1
3.355578899383545,fq_codel,433795578,286553,0,0,0,272520,4,68130,0,28,3,265760,0,1
3.5675137042999268,fq_codel,460025726,303879,0,0,0,272520,4,68130,0,29,3,265760,0,1
3.779759168624878,fq_codel,486324004,321250,0,0,0,340650,5,68130,0,30,3,332200,0,1
3.992039680480957,fq_codel,512554152,338576,0,0,0,340650,5,68130,0,31,3,332200,0,1
4.20382285118103,fq_codel,538852430,355947,0,0,0,408780,6,68130,0,32,3,398640,0,1
4.416136264801025,fq_codel,565355196,373454,0,0,0,340650,5,68130,0,34,3,332200,0,1
4.629929542541504,fq_codel,591789734,390915,0,0,0,408780,6,68130,0,35,3,398640,0,1
4.842039585113525,fq_codel,617542972,407926,0,0,0,476910,7,68130,0,36,3,465080,0,1
5.050994634628296,fq_codel,643568772,425118,0,0,0,476910,7,68130,0,38,3,465080,0,1
5.2620017528533936,fq_codel,669594530,442309,0,0,0,545040,8,68130,0,39,3,531520,0,1
5.473289966583252,fq_codel,695484028,459410,0,0,0,545040,8,68130,0,40,3,531520,0,1
5.685673236846924,fq_codel,721714176,476736,0,0,0,545040,8,68130,0,41,3,531520,0,1
5.8957226276397705,fq_codel,747992772,494094,0,0,0,545040,8,68130,0,42,3,531520,0,1
6.10747766494751,fq_codel,774291050,511465,0,0,0,545040,8,68130,0,43,3,531520,0,1
6.31757116317749,fq_codel,800657458,528881,0,0,0,545040,8,68130,0,44,3,531520,0,1
6.529108047485352,fq_codel,827023866,546297,0,0,0,613170,9,68130,0,45,3,597960,0,1
6.741387367248535,fq_codel,853458404,563758,0,0,0,272520,4,68130,0,46,4,265760,0,1
6.952894449234009,fq_codel,879756682,581129,0,0,0,340650,5,68130,0,47,4,332200,0,1
7.1664581298828125,fq_codel,906191220,598590,0,0,0,340650,5,68130,0,48,4,332200,0,1
7.37809944152832,fq_codel,932421368,615916,0,0,0,340650,5,68130,0,49,4,332200,0,1
7.589475154876709,fq_codel,958583386,633197,0,0,0,408780,6,68130,0,50,4,398640,0,1
7.800378084182739,fq_codel,984677274,650433,0,0,0,408780,6,68130,0,51,4,398640,0,1
8.012638330459595,fq_codel,1010771162,667669,0,0,0,408780,6,68130,0,52,4,398640,0,1
8.225482702255249,fq_codel,1037001310,684995,0,0,0,408780,6,68130,0,53,4,398640,0,1
8.437072992324829,fq_codel,1062550256,701872,0,0,0,408780,6,68130,0,55,4,398640,0,1
8.648727178573608,fq_codel,1088712274,719153,0,0,0,476910,7,68130,0,56,4,465080,0,1
